Capital IQ Company Screening Report > [Financial Ratio Bot] Chemical companies test case,,,,,,,,,,,,,
,,,,,,,,,,,,,
Company Name,Exchange:Ticker,Industry Classifications,P/LTM Diluted EPS Before Extra [Latest] (x),"Day Close Price [Latest] (SGD, Historical rate)",P/BV [Latest] (x),"Total Revenues, 3 Yr CAGR % [LTM] (%)",Return on Equity % [LTM],Current Ratio [LTM],EBITDA Margin % [LTM],Total Asset Turnover [Latest Annual],Total Debt/Capital % [Latest Annual],Exchanges [Primary Listing],Exchanges [Secondary Listings]
AEA-Bridges Impact Corp. (NYSE:IMPX),NYSE:IMPX,Financials (Primary),-, 13.08 , 97.5 ,-,-, 0.169 ,-,-,-,New York Stock Exchange (NYSE),"NYSE:IMPX.U
Company: AEA-Bridges Impact Corp.
(IQT690360687) - New York Stock Exchange (NYSE)"
AEC Securities Public Company Limited (SET:AEC),SET:AEC,Financials (Primary),NM, 0.071 , 12.3 ,-, (43.6)  , 7.25 ,-,-, 2.04 ,The Stock Exchange of Thailand (SET),"SET:AEC-W6-R
Company: AEC Securities Public Company Limited
(IQT691116433) - The Stock Exchange of Thailand (SET)

SET:AEC-R
Company: AEC Securities Public Company Limited
(IQT20213040) - The Stock Exchange of Thailand (SET)"
"Aecc Aero Science and Technology Co.,Ltd (SHSE:600391)",SHSE:600391,Industrials (Primary); Communication Services; Consumer Discretionary; Health Care; Materials; Materials; Real Estate,NM, 4.44 , 4.71 , 9.77 , 1.06 , 1.32 , 6.09 , 0.485 , 36.8 ,Shanghai Stock Exchange (SHSE),-
"Aecc Aero-Engine Control Co.,Ltd. (SZSE:000738)",SZSE:000738,Industrials (Primary), 59.3 , 4.44 , 3.95 , 13.5 , 6.66 , 3.37 , 24.1 , 0.418 , 3.47 ,Shenzhen Stock Exchange (SZSE),-
"Aecc Aviation Power Co.,Ltd (SHSE:600893)",SHSE:600893,Industrials (Primary), 127.9 , 11.14 , 3.88 , 8.56 , 3.0 , 1.38 , 9.55 , 0.449 , 12.6 ,Shanghai Stock Exchange (SHSE),-
AECI Ltd (JSE:AFE),JSE:AFE,Materials (Primary); Materials (Primary); Consumer Staples; Industrials; Real Estate; Utilities, 81.8 , 9.22 , 1.02 , 9.27 , 1.46 , 1.66 , 7.41 , 1.03 , 35.8 ,-,"DB:A7Z
Company: AECI Ltd
(IQT26255569) - Deutsche Boerse AG (DB)

LSE:87FZ
Company: AECI Ltd
(IQT20152193) - London Stock Exchange (LSE)"
AECOM (NYSE:ACM),NYSE:ACM,Industrials (Primary); Real Estate, 37.7 , 85.49 , 3.32 , (11.3)  , 8.5 , 1.12 , 5.76 , 0.961 , 46.6 ,New York Stock Exchange (NYSE),"DB:E6Z
Company: AECOM
(IQT34272475) - Deutsche Boerse AG (DB)

LSE:0H9N
Company: AECOM
(IQT549666711) - London Stock Exchange (LSE)"
Aecon Group Inc. (TSX:ARE),TSX:ARE,Industrials (Primary); Materials; Materials, 15.0 , 19.44 , 1.28 , 10.9 , 9.61 , 1.44 , 2.69 , 1.14 , 45.4 ,The Toronto Stock Exchange (TSX),"DB:2AE
Company: Aecon Group Inc.
(IQT116749506) - Deutsche Boerse AG (DB)"
"Aedas Homes, S.A. (BME:AEDAS)",BME:AEDAS,Real Estate (Primary), 13.0 , 35.89 , 1.11 ,-, 8.81 , 2.74 , 19.3 , 0.412 , 26.3 ,Bolsas y Mercados Espanoles (BME),"DB:1QK
Company: Aedas Homes, S.A.
(IQT574909333) - Deutsche Boerse AG (DB)

LSE:0RV8
Company: Aedas Homes, S.A.
(IQT541609289) - London Stock Exchange (LSE)"
Aedes SIIQ S.p.A. (BIT:AED),BIT:AED,Real Estate (Primary),-, 0.282 ,-,-, (19.2)  , 0.554 , (36.2)  , 0.034 , 45.6 ,Borsa Italiana (BIT),"LSE:0A19
Company: Aedes SIIQ S.p.A.
(IQT610726016) - London Stock Exchange (LSE)"
Aedifica SA (ENXTBR:AED),ENXTBR:AED,Real Estate (Primary), 21.9 , 179.91 , 1.68 ,-,-, 0.167 ,-,-, 44.9 ,Euronext Brussels (ENXTBR),"DB:AOO
Company: Aedifica SA
(IQT30088341) - Deutsche Boerse AG (DB)

LSE:0DKX
Company: Aedifica SA
(IQT37839307) - London Stock Exchange (LSE)"
Aeeris Limited (ASX:AER),ASX:AER,Communication Services (Primary); Industrials; Information Technology, 24.7 , 0.156 , 9.88 , 12.1 , 50.3 , 2.65 , 5.07 , 1.5 ,-,Australian Securities Exchange (ASX),-
Aeffe S.p.A. (BIT:AEF),BIT:AEF,Consumer Discretionary (Primary); Consumer Staples; Financials,NM, 2.58 , 1.08 , (5.16)  , (9.66)  , 1.51 , (1.79)  , 0.563 , 50.7 ,Borsa Italiana (BIT),"DB:3A1
Company: Aeffe S.p.A.
(IQT35897755) - Deutsche Boerse AG (DB)

LSE:0GY8
Company: Aeffe S.p.A.
(IQT38737310) - London Stock Exchange (LSE)"
Aega ASA (OB:AEGA),OB:AEGA,Utilities (Primary),NM, 0.36 , 1.3 , (33.9)  , (17.0)  , 3.32 , (36.0)  , 0.058 , 31.1 ,-,"DB:82T
Company: Aega ASA
(IQT670711986) - Deutsche Boerse AG (DB)"
Aegean Airlines S.A. (ATSE:AEGN),ATSE:AEGN,Industrials (Primary),NM, 8.67 , 5.33 , (27.5)  , (112.3)  , 1.01 , (45.4)  , 0.313 , 92.0 ,-,"DB:32A
Company: Aegean Airlines S.A.
(IQT35548984) - Deutsche Boerse AG (DB)

LSE:0OHY
Company: Aegean Airlines S.A.
(IQT38737311) - London Stock Exchange (LSE)"
AegirBio AB (publ) (OM:AEGIR),OM:AEGIR,Health Care (Primary),NM, 16.28 , 22.6 ,-,-, 1.9 ,-,-, 1.75 ,OMX Nordic Exchange Stockholm (OM),"DB:52Q
Company: AegirBio AB (publ)
(IQT670122216) - Deutsche Boerse AG (DB)"
Aegis Brands Inc. (TSX:AEG),TSX:AEG,Consumer Discretionary (Primary); Consumer Staples,NM, 1.43 , 2.23 , (21.4)  , (33.6)  , 1.07 , (19.7)  , 0.104 , 48.0 ,The Toronto Stock Exchange (TSX),-
Aegis Logistics Limited (BSE:500003),BSE:500003,Energy (Primary); Consumer Discretionary; Industrials, 56.9 , 6.31 , 6.54 , (7.08)  , 13.1 , 1.19 , 10.1 , 1.28 , 24.6 ,Mumbai Stock Exchange (BSE),"NSEI:AEGISCHEM
Company: Aegis Logistics Limited
(IQT46355560) - National Stock Exchange of India (NSEI)"
"Aeglea BioTherapeutics, Inc. (NasdaqGM:AGLE)",NasdaqGM:AGLE,Health Care (Primary),NM, 9.96 , 3.1 ,-, (96.5)  , 4.68 ,-,-, 3.8 ,Nasdaq Global Market (NasdaqGM),-
Aegon N.V. (ENXTAM:AGN),ENXTAM:AGN,Financials (Primary),NM, 5.59 , 0.299 , 18.6 , (4.15)  ,-, (0.913)  , 0.109 , 36.4 ,Euronext Amsterdam (ENXTAM),"DB:AENF
Company: Aegon N.V.
(IQT54899628) - Deutsche Boerse AG (DB)

BIT:AGN
Company: Aegon N.V.
(IQT34449322) - Borsa Italiana (BIT)

BMV:AEG N
Company: Aegon N.V.
(IQT20188965) - Bolsa Mexicana de Valores (BMV)

XTRA:AEND
Company: Aegon N.V.
(IQT49116034) - XETRA Trading Platform (XTRA)

XTRA:AENF
Company: Aegon N.V.
(IQT59469865) - XETRA Trading Platform (XTRA)"
Aehr Test Systems (NasdaqCM:AEHR),NasdaqCM:AEHR,Information Technology (Primary),NM, 3.57 , 5.83 , (24.0)  , (40.5)  , 2.37 , (55.6)  , 1.06 , 21.9 ,Nasdaq Capital Market (NasdaqCM),"DB:AYB
Company: Aehr Test Systems
(IQT427158496) - Deutsche Boerse AG (DB)"
AEI Corporation Ltd. (SGX:AWG),SGX:AWG,Materials (Primary); Materials (Primary); Health Care; Industrials; Information Technology,NM, 1.3 , 1.75 , 6.42 , (13.4)  , 3.46 , (25.1)  , 0.171 , 8.97 ,Singapore Exchange (SGX),-
"Aekyung Industrial Co., Ltd. (KOSE:A018250)",KOSE:A018250,Consumer Staples (Primary), 70.0 , 32.98 , 2.16 , (4.83)  , 3.12 , 2.68 , 5.66 , 1.33 , 4.11 ,Korea Stock Exchange (KOSE),-
"Aekyung Petrochemical Co., Ltd. (KOSE:A161000)",KOSE:A161000,Materials (Primary); Materials (Primary); Energy, 6.23 , 14.32 , 0.894 , 0.775 , 15.3 , 2.07 , 8.71 , 1.77 , 10.5 ,Korea Stock Exchange (KOSE),-
AEM Holdings Ltd (SGX:AWX),SGX:AWX,Information Technology (Primary), 14.0 , 3.77 , 4.93 , 22.7 ,-,-, 19.7 , 1.85 , 5.07 ,Singapore Exchange (SGX),-
"Aemetis, Inc. (NasdaqGM:AMTX)",NasdaqGM:AMTX,Energy (Primary); Consumer Staples; Materials; Materials,NM, 16.57 ,NM, 1.48 ,NM, 0.365 , (3.17)  , 1.47 , 313.3 ,Nasdaq Global Market (NasdaqGM),"DB:DW51
Company: Aemetis, Inc.
(IQT46443491) - Deutsche Boerse AG (DB)"
"Aena S.M.E., S.A. (BME:AENA)",BME:AENA,Industrials (Primary); Consumer Discretionary; Real Estate,NM, 227.33 , 3.78 , (24.1)  , (7.09)  , 0.907 , 21.9 , 0.143 , 58.1 ,Bolsas y Mercados Espanoles (BME),"DB:A440
Company: Aena S.M.E., S.A.
(IQT670515987) - Deutsche Boerse AG (DB)

DB:A44
Company: Aena S.M.E., S.A.
(IQT284900685) - Deutsche Boerse AG (DB)

BMV:AENA N
Company: Aena S.M.E., S.A.
(IQT427478297) - Bolsa Mexicana de Valores (BMV)

LSE:0R4Y
Company: Aena S.M.E., S.A.
(IQT285482966) - London Stock Exchange (LSE)"
"Aenigma XI, SICAV SA (BME:S0841)",BME:S0841,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
Aenza S.A.A. (BVL:AENZAC1),BVL:AENZAC1,Industrials (Primary); Consumer Discretionary; Energy; Real Estate,NM, 0.448 , 0.923 , (1.1)  , (5.77)  , 1.1 , 7.49 , 0.528 , 52.3 ,-,"DB:GPAB
Company: Aenza S.A.A.
(IQT254533323) - Deutsche Boerse AG (DB)

BMV:AENZ N
Company: Aenza S.A.A.
(IQT250638983) - Bolsa Mexicana de Valores (BMV)

NYSE:AENZ
Company: Aenza S.A.A.
(IQT243575239) - New York Stock Exchange (NYSE)"
"Aeolus Tyre Co., Ltd. (SHSE:600469)",SHSE:600469,Consumer Discretionary (Primary), 14.8 , 1.02 , 1.24 , (3.84)  , 8.26 , 0.928 , 9.05 , 0.757 , 35.4 ,Shanghai Stock Exchange (SHSE),-
"Aeon Co., Ltd. (TSE:8267)",TSE:8267,Consumer Staples (Primary); Consumer Discretionary; Financials; Real Estate,NM, 36.81 , 2.63 , 0.843 , (2.1)  , 1.04 , 5.37 , 0.763 , 64.4 ,The Tokyo Stock Exchange (TSE),"DB:JUS1
Company: Aeon Co., Ltd.
(IQT111474805) - Deutsche Boerse AG (DB)"
AEON Credit Service (Asia) Company Limited (SEHK:900),SEHK:900,Financials (Primary), 6.74 , 0.912 , 0.619 , (4.01)  , 9.37 , 5.4 ,-, 0.162 , 27.4 ,The Stock Exchange of Hong Kong Ltd. (SEHK),-
"Aeon Delight Co., Ltd. (TSE:9787)",TSE:9787,Industrials (Primary); Consumer Discretionary; Health Care, 14.8 , 42.52 , 1.98 , 0.869 , 13.6 , 2.49 , 6.15 , 2.2 , 0.338 ,The Tokyo Stock Exchange (TSE),-
"Aeon Fantasy Co., Ltd. (TSE:4343)",TSE:4343,Consumer Discretionary (Primary),NM, 27.31 , 2.64 , (13.9)  , (43.2)  , 0.408 , 7.09 , 0.841 , 63.2 ,The Tokyo Stock Exchange (TSE),-
"AEON Financial Service Co., Ltd. (TSE:8570)",TSE:8570,Financials (Primary); Communication Services; Industrials; Real Estate, 16.0 , 16.25 , 0.705 ,-, 5.59 ,-,-,-,-,The Tokyo Stock Exchange (TSE),"DB:67J
Company: AEON Financial Service Co., Ltd.
(IQT670744935) - Deutsche Boerse AG (DB)"
Aeon Hokkaido Corporation (TSE:7512),TSE:7512,Consumer Staples (Primary); Consumer Discretionary, 53.7 , 13.44 , 2.02 , 18.1 , 10.7 , 0.53 , 4.38 , 2.7 , 24.4 ,The Tokyo Stock Exchange (TSE),-
"AEON Mall Co., Ltd. (TSE:8905)",TSE:8905,Real Estate (Primary),NM, 21.49 , 1.07 , (0.866)  , (0.513)  , 0.839 , 33.1 , 0.202 , 65.4 ,The Tokyo Stock Exchange (TSE),"DB:9DH
Company: AEON Mall Co., Ltd.
(IQT670687644) - Deutsche Boerse AG (DB)"
Aeon Metals Limited (ASX:AML),ASX:AML,Materials (Primary); Materials (Primary),NM, 0.073 , 0.866 ,-, (8.98)  , 0.143 ,-,-, 23.2 ,Australian Securities Exchange (ASX),-
AEON REIT Investment Corporation (TSE:3292),TSE:3292,Real Estate (Primary), 25.6 ," 1,993.39 ", 1.44 , 5.06 , 5.65 , 1.17 , 64.9 , 0.093 , 43.1 ,The Tokyo Stock Exchange (TSE),-
"AEON Stores (Hong Kong) Co., Limited (SEHK:984)",SEHK:984,Consumer Discretionary (Primary); Consumer Staples,NM, 0.294 , 0.64 , 1.27 , (3.44)  , 0.971 , 4.07 , 1.2 , 85.1 ,The Stock Exchange of Hong Kong Ltd. (SEHK),"DB:AVK1
Company: AEON Stores (Hong Kong) Co., Limited
(IQT20123798) - Deutsche Boerse AG (DB)"
AEON Thana Sinsap (Thailand) Public Company Limited (SET:AEONTS),SET:AEONTS,Financials (Primary); Industrials, 13.1 , 8.05 , 2.84 , 3.04 , 19.1 , 3.72 ,-, 0.142 , 79.3 ,The Stock Exchange of Thailand (SET),"SET:AEONTS-R
Company: AEON Thana Sinsap (Thailand) Public Company Limited
(IQT20117945) - The Stock Exchange of Thailand (SET)"
Aequi Acquisition Corp. (NasdaqCM:ARBG),NasdaqCM:ARBG,Financials (Primary),-, 13.06 , 55.9 ,-,-, 12.5 ,-,-,-,Nasdaq Capital Market (NasdaqCM),"NasdaqCM:ARBG.U
Company: Aequi Acquisition Corp.
(IQT691114337) - Nasdaq Capital Market (NasdaqCM)"
Aequus Pharmaceuticals Inc. (TSXV:AQS),TSXV:AQS,Health Care (Primary),NM, 0.142 , 8.05 , 27.1 , (318.8)  , 8.07 , (37.8)  , 1.08 , 80.2 ,-,"DB:AEQ
Company: Aequus Pharmaceuticals Inc.
(IQT421593458) - Deutsche Boerse AG (DB)"
AerCap Holdings N.V. (NYSE:AER),NYSE:AER,Industrials (Primary); Financials,NM, 70.49 , 0.765 , (4.36)  , (3.72)  , 1.56 , 51.6 , 0.105 , 76.4 ,New York Stock Exchange (NYSE),"DB:R1D
Company: AerCap Holdings N.V.
(IQT31786663) - Deutsche Boerse AG (DB)"
"Aerie Pharmaceuticals, Inc. (NasdaqGM:AERI)",NasdaqGM:AERI,Health Care (Primary),NM, 23.63 ,NM,-, (301.2)  , 3.14 , (129.5)  , 0.195 , 90.4 ,Nasdaq Global Market (NasdaqGM),"DB:0P0
Company: Aerie Pharmaceuticals, Inc.
(IQT253525973) - Deutsche Boerse AG (DB)"
Aeris Environmental Ltd (ASX:AEI),ASX:AEI,Industrials (Primary); Materials; Materials, 25.7 , 0.152 , 2.29 , 80.4 , 14.0 , 7.62 , 7.65 , 0.954 , 1.98 ,Australian Securities Exchange (ASX),-
Aeris Indústria e Comércio de Equipamentos para Geração de Energia S.A. (BOVESPA:AERI3),BOVESPA:AERI3,Industrials (Primary), 66.4 , 2.69 , 7.63 ,-, 20.6 , 2.65 , 9.48 , 1.39 , 54.2 ,Bolsa de Valores de Sao Paulo (BOVESPA),-
Aeris Resources Limited (ASX:AIS),ASX:AIS,Materials (Primary); Materials (Primary), 6.93 , 0.188 , 3.09 , 19.7 , 43.1 , 1.03 , 30.1 , 1.22 , 43.3 ,Australian Securities Exchange (ASX),-
Aerkomm Inc. (OTCPK:AKOM),OTCPK:AKOM,Communication Services (Primary),NM, 4.03 , 0.794 ,-, (27.2)  , 0.857 ,-,-, 21.0 ,-,"ENXTPA:AKOM
Company: Aerkomm Inc.
(IQT628280390) - Euronext Paris (ENXTPA)"
AeroCentury Corp. (NYSEAM:ACY),NYSEAM:ACY,Industrials (Primary); Financials,NM, 13.92 ,NM, (26.2)  ,NM, 2.27 , 29.2 , 0.132 , 124.7 ,NYSE MKT LLC (NYSEAM),-
"Aerojet Rocketdyne Holdings, Inc. (NYSE:AJRD)",NYSE:AJRD,Industrials (Primary); Real Estate, 31.8 , 64.46 , 13.8 , 2.14 , 27.8 , 1.27 , 13.0 , 0.739 , 74.3 ,New York Stock Exchange (NYSE),"DB:GCY
Company: Aerojet Rocketdyne Holdings, Inc.
(IQT111772801) - Deutsche Boerse AG (DB)

LSE:0HA5
Company: Aerojet Rocketdyne Holdings, Inc.
(IQT549652964) - London Stock Exchange (LSE)"
Aerometrex Limited (ASX:AMX),ASX:AMX,Industrials (Primary); Information Technology,NM, 0.747 , 2.05 ,-, (8.01)  , 3.25 , 11.4 , 0.556 , 7.69 ,Australian Securities Exchange (ASX),-
Aeroporto Guglielmo Marconi di Bologna S.p.A. (BIT:ADB),BIT:ADB,Industrials (Primary); Communication Services; Consumer Discretionary; Real Estate,NM, 17.22 , 2.45 , (19.1)  , (12.2)  , 1.09 , (34.6)  , 0.235 , 31.1 ,Borsa Italiana (BIT),"DB:169
Company: Aeroporto Guglielmo Marconi di Bologna S.p.A.
(IQT311607786) - Deutsche Boerse AG (DB)

LSE:0R9D
Company: Aeroporto Guglielmo Marconi di Bologna S.p.A.
(IQT307061291) - London Stock Exchange (LSE)"
Aeroports de Paris SA (ENXTPA:ADP),ENXTPA:ADP,Industrials (Primary),NM, 186.4 , 3.35 , (16.1)  , (29.5)  , 1.44 , 18.9 , 0.121 , 72.3 ,Euronext Paris (ENXTPA),"DB:W7L
Company: Aeroports de Paris SA
(IQT27650766) - Deutsche Boerse AG (DB)

BMV:ADP N
Company: Aeroports de Paris SA
(IQT265652349) - Bolsa Mexicana de Valores (BMV)

LSE:0NP8
Company: Aeroports de Paris SA
(IQT37839296) - London Stock Exchange (LSE)"
"Aerospace CH UAV Co.,Ltd (SZSE:002389)",SZSE:002389,Information Technology (Primary); Industrials; Materials; Materials, 80.6 , 4.61 , 3.14 , 18.9 , 4.68 , 2.77 , 17.6 , 0.352 , 3.98 ,Shenzhen Stock Exchange (SZSE),-
"Aerospace Hi-Tech Holding Group Co., Ltd. (SZSE:000901)",SZSE:000901,Consumer Discretionary (Primary); Energy; Industrials; Information Technology,NM, 1.84 , 1.64 , (0.996)  , (12.2)  , 2.47 , 2.96 , 0.747 , 13.2 ,Shenzhen Stock Exchange (SZSE),-
Aerospace Industrial Development Corporation (TWSE:2634),TWSE:2634,Industrials (Primary); Information Technology,NM, 1.43 , 2.03 , (10.3)  , 0.546 , 1.35 , 5.05 , 0.467 , 62.7 ,Taiwan Stock Exchange (TWSE),-
Aerosun Corporation (SHSE:600501),SHSE:600501,Industrials (Primary); Information Technology, 48.8 , 1.9 , 1.8 , 13.3 , 4.18 , 1.26 , 4.99 , 0.746 , 16.6 ,Shanghai Stock Exchange (SHSE),-
"AeroVironment, Inc. (NasdaqGS:AVAV)",NasdaqGS:AVAV,Industrials (Primary), 89.4 , 148.65 , 5.08 , 17.3 , 5.93 , 9.29 , 14.6 , 0.672 , 1.96 ,Nasdaq Global Select (NasdaqGS),"DB:JPX
Company: AeroVironment, Inc.
(IQT32413235) - Deutsche Boerse AG (DB)

LSE:0HAL
Company: AeroVironment, Inc.
(IQT550485107) - London Stock Exchange (LSE)"
Aerowash AB (publ) (NGM:AERW B),NGM:AERW B,Industrials (Primary); Consumer Discretionary,NM, 1.27 , 14.3 , (20.0)  , (133.0)  , 0.832 , (45.1)  , 0.779 , 76.7 ,-,"DB:1HV
Company: Aerowash AB (publ)
(IQT712839349) - Deutsche Boerse AG (DB)"
"Aerpio Pharmaceuticals, Inc. (NasdaqCM:ARPO)",NasdaqCM:ARPO,Health Care (Primary),NM, 2.42 , 2.23 ,-, (13.4)  , 19.3 , (43.6)  , 0.354 , 0.156 ,Nasdaq Capital Market (NasdaqCM),"DB:335
Company: Aerpio Pharmaceuticals, Inc.
(IQT609955540) - Deutsche Boerse AG (DB)"
AerSale Corporation (NasdaqCM:ASLE),NasdaqCM:ASLE,Industrials (Primary); Financials, 8.25 , 16.23 , 1.42 ,-, 5.32 , 5.92 , 7.32 , 0.57 , 0.056 ,Nasdaq Capital Market (NasdaqCM),"NasdaqCM:ASLE.W
Company: AerSale Corporation
(IQT699294803) - Nasdaq Capital Market (NasdaqCM)"
AES Brasil Energia S.A. (BOVESPA:AESB3),BOVESPA:AESB3,Utilities (Primary), 13.1 , 3.8 , 15.0 , 5.72 , 50.9 , 1.34 , 97.8 , 0.226 , 74.4 ,Bolsa de Valores de Sao Paulo (BOVESPA),-
Aesapar Fundo de Investimento Imobiliário - FII (BOVESPA:RBED11),BOVESPA:RBED11,Real Estate (Primary), 5.03 , 38.71 , 0.979 ,-,-,-,-,-,-,Bolsa de Valores de Sao Paulo (BOVESPA),-
Aeso Holding Limited (SEHK:8341),SEHK:8341,Consumer Discretionary (Primary); Industrials,NM, 0.01 ,NM, 3.86 ,-,-, (21.8)  , 2.05 , 159.0 ,The Stock Exchange of Hong Kong Ltd. (SEHK),-
Aesthetic Medical International Holdings Group Limited (NasdaqGM:AIH),NasdaqGM:AIH,Health Care (Primary),NM, 10.69 , 2.95 ,-, (38.9)  , 0.532 , (6.08)  , 0.865 , 52.0 ,Nasdaq Global Market (NasdaqGM),"DB:3FMA
Company: Aesthetic Medical International Holdings Group Limited
(IQT640911744) - Deutsche Boerse AG (DB)"
Aeterna Zentaris Inc. (TSX:AEZS),TSX:AEZS,Health Care (Primary),NM, 1.21 , 1.7 , (50.1)  , (22.3)  , 15.7 , (184.9)  , 0.128 , 1.37 ,The Toronto Stock Exchange (TSX),"DB:ET82
Company: Aeterna Zentaris Inc.
(IQT222544510) - Deutsche Boerse AG (DB)

LSE:0UGB
Company: Aeterna Zentaris Inc.
(IQT550586930) - London Stock Exchange (LSE)

NasdaqCM:AEZS
Company: Aeterna Zentaris Inc.
(IQT2587351) - Nasdaq Capital Market (NasdaqCM)"
"Aether Catalyst Solutions, Inc. (CNSX:ATHR)",CNSX:ATHR,Materials (Primary); Materials (Primary),NM, 0.229 ,NM,-,NM, 0.279 ,-,-, 268.2 ,-,"DB:2QZ
Company: Aether Catalyst Solutions, Inc.
(IQT645670673) - Deutsche Boerse AG (DB)"
"Aethlon Medical, Inc. (NasdaqCM:AEMD)",NasdaqCM:AEMD,Health Care (Primary),NM, 6.94 , 6.6 , 63.9 , (85.0)  , 7.53 ,-, 0.063 , 0.456 ,Nasdaq Capital Market (NasdaqCM),"DB:EJU
Company: Aethlon Medical, Inc.
(IQT378187967) - Deutsche Boerse AG (DB)"
"Aeva Technologies, Inc. (NYSE:AEVA)",NYSE:AEVA,Information Technology (Primary),NM, 14.94 , 4.46 ,-,-, 82.9 ,-, 0.117 ,-,New York Stock Exchange (NYSE),-
Aevis Victoria SA (SWX:AEVS),SWX:AEVS,Health Care (Primary); Communication Services; Consumer Discretionary; Consumer Staples; Industrials; Real Estate,NM, 18.27 , 2.87 , 2.37 , (7.15)  , 0.805 , 1.9 , 0.459 , 66.7 ,SIX Swiss Exchange (SWX),"DB:G5LN
Company: Aevis Victoria SA
(IQT30576954) - Deutsche Boerse AG (DB)"
AEW UK REIT plc (LSE:AEWU),LSE:AEWU,Real Estate (Primary), 6.95 , 1.8 , 0.979 , 9.15 , 14.5 , 7.96 ,-, 0.086 , 20.2 ,London Stock Exchange (LSE),-
AEX Gold Inc. (TSXV:AEX),TSXV:AEX,Materials (Primary); Materials (Primary),NM, 0.544 , 1.39 ,-, (44.5)  , 49.9 ,-,-, 1.27 ,-,"DB:2NQ
Company: AEX Gold Inc.
(IQT670122014) - Deutsche Boerse AG (DB)"
AF Acquisition Corp. (NasdaqCM:AFAQ),NasdaqCM:AFAQ,Financials (Primary),-, 13.38 ,-,-,-,-,-,-,-,Nasdaq Capital Market (NasdaqCM),"NasdaqCM:AFAQ.U
Company: AF Acquisition Corp.
(IQT704120041) - Nasdaq Capital Market (NasdaqCM)"
"Af Alfa Rent Indices, Sicav, SA (BME:S3782)",BME:S3782,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
AF Crecimiento I SICAV S.A. (BME:S0568),BME:S0568,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
AF Dobra SICAV S.A. (BME:S0800),BME:S0800,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
AF Enterprises Limited (BSE:538351),BSE:538351,Financials (Primary); Consumer Discretionary; Materials; Materials, 7.81 , 0.313 , 1.18 , 45.4 , 14.5 , 1.05 , 3.44 , 0.338 , 26.8 ,Mumbai Stock Exchange (BSE),-
AF Global Limited (SGX:L38),SGX:L38,Consumer Discretionary (Primary); Real Estate,NM, 0.097 , 0.433 , (33.3)  , (2.74)  , 4.62 , (52.7)  , 0.03 , 7.99 ,Singapore Exchange (SGX),-
AF Gruppen ASA (OB:AFG),OB:AFG,Industrials (Primary); Consumer Discretionary; Energy; Real Estate, 20.0 , 30.22 , 7.42 , 21.3 , 36.1 , 0.657 , 5.43 , 2.1 , 24.5 ,-,"DB:AF8
Company: AF Gruppen ASA
(IQT600604017) - Deutsche Boerse AG (DB)

LSE:0DH7
Company: AF Gruppen ASA
(IQT37839318) - London Stock Exchange (LSE)"
Af Invest Cri Fundo De Investimento Imobiliario – Recebiveis Imobiliarios,-,Financials (Primary),-,-,-,-,-,-,-,-,-,-,"BOVESPA:AFHI11
Company: Af Invest Cri Fundo De Investimento Imobiliario – Recebiveis Imobiliarios
(IQT703962804) - Bolsa de Valores de Sao Paulo (BOVESPA)"
AF Legal Group Limited (ASX:AFL),ASX:AFL,Industrials (Primary), 68.5 , 0.574 , 4.23 ,-, 6.99 , 1.21 , 8.3 , 0.655 , 9.09 ,Australian Securities Exchange (ASX),-
Afarak Group Oyj (HLSE:AFAGR),HLSE:AFAGR,Materials (Primary); Materials (Primary),NM, 0.335 , 1.8 , (33.0)  , (53.0)  , 0.921 , (10.1)  , 0.327 , 62.3 ,OMX Nordic Exchange Helsinki (HLSE),"DB:V5W
Company: Afarak Group Oyj
(IQT62236413) - Deutsche Boerse AG (DB)

LSE:AFRK
Company: Afarak Group Oyj
(IQT38006440) - London Stock Exchange (LSE)"
AFC Ajax NV (ENXTAM:AJAX),ENXTAM:AJAX,Communication Services (Primary); Consumer Discretionary, 44.3 , 24.03 , 1.02 , 5.34 , 2.24 , 1.39 , (7.78)  , 0.362 , 39.7 ,Euronext Amsterdam (ENXTAM),"DB:AJXA
Company: AFC Ajax NV
(IQT20204464) - Deutsche Boerse AG (DB)

LSE:0DI7
Company: AFC Ajax NV
(IQT243127957) - London Stock Exchange (LSE)"
AFC Energy plc (AIM:AFC),AIM:AFC,Industrials (Primary),NM, 1.2 , 7.32 , 72.1 , (16.4)  , 32.8 ,-,-, 0.781 ,-,"DB:QC8
Company: AFC Energy plc
(IQT614068514) - Deutsche Boerse AG (DB)"
"AFC Gamma, Inc. (NasdaqGM:AFCG)",NasdaqGM:AFCG,Financials (Primary); Real Estate, 11.2 , 27.73 , 1.37 ,-,-, 40.6 ,-,-,-,Nasdaq Global Market (NasdaqGM),-
Afentra PLC (AIM:AET),AIM:AET,Energy (Primary),NM, 0.282 , 0.689 ,-, (2.94)  , 103.5 ,-,-, 1.22 ,-,"DB:TB8A
Company: Afentra PLC
(IQT112067164) - Deutsche Boerse AG (DB)"
